"id","status","type","task","blueprint_line","section_path","evidence","notes"
"3.3.6","⚠️","table","نظام تأكيد الأوامر | Command Acknowledgment | عالية | يوم","829","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.3 (محسّنة): تطوير ناشر أوامر MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3.7","⚠️","table","معالجة الأخطاء | Error Handling | عالية | يوم","830","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.3 (محسّنة): تطوير ناشر أوامر MQTT","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.4.1","❌","table","حساب مؤشرات الجودة | THD, Unbalance, etc | عالية | يومان","876","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.4 (جديدة): تطوير وحدة تحليل جودة الطاقة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.4.2","❌","table","تطوير لوحة تحكم فنية | Dashboard للمهندسين | عالية | يومان","877","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.4 (جديدة): تطوير وحدة تحليل جودة الطاقة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.4.3","❌","table","رسوم بيانية التوافقيات | Harmonics Charts | عالية | يوم","878","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.4 (جديدة): تطوير وحدة تحليل جودة الطاقة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.4.4","❌","table","تنبيهات جودة الطاقة | Quality Alerts | عالية | يوم","879","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.4 (جديدة): تطوير وحدة تحليل جودة الطاقة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.4.5","❌","table","تقارير جودة الطاقة | Quality Reports | متوسطة | يوم","880","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.4 (جديدة): تطوير وحدة تحليل جودة الطاقة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.4.6","❌","table","توصيات التحسين | Recommendations | متوسطة | يوم","881","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.4 (جديدة): تطوير وحدة تحليل جودة الطاقة","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.5.1","❌","table","اجتماع تحليل الميزات | مناقشة الميزات الجديدة | عالية جداً | يوم","897","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.5 (جديدة): دعم الميزات الإضافية","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.5.2","❌","table","توثيق الميزات | توثيق شامل | عالية جداً | يوم","898","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.5 (جديدة): دعم الميزات الإضافية","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.5.3","❌","table","تطوير الدعم البرمجي | Implementation | عالية جداً | يومان","899","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.5 (جديدة): دعم الميزات الإضافية","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.5.4","❌","table","اختبار الميزات | Testing | عالية | يوم","900","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.5 (جديدة): دعم الميزات الإضافية","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.5.5","❌","table","توثيق المستخدم | User Documentation | متوسطة | يوم","901","تحديث حرج: تصحيح وتعميق فهم قدرات عدادات ACREL (WiFi + MQTT) > Critical Update: Advanced ACREL Meters Capabilities - WiFi & MQTT > 🔧 المهام المحدثة والمحسنة: > المهمة 3.5 (جديدة): دعم الميزات الإضافية","drizzle/schema.ts; server/customerSystemRouter.ts",""
"1.1","❌","table","الحصول على وثائق API | توثيق كامل للـ API | عالية جداً | يوم","1117","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 1: فهم API منصة ACREL IoT-EMS (محدثة)","",""
"1.2","❌","table","الحصول على بيئة اختبار | Access to Test Environment | عالية جداً | يوم","1118","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 1: فهم API منصة ACREL IoT-EMS (محدثة)","",""
"1.3","❌","table","دراسة الـ API | فهم شامل للـ Endpoints | عالية جداً | 3 أيام","1119","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 1: فهم API منصة ACREL IoT-EMS (محدثة)","",""
"1.4","❌","table","اختبار الاتصال | Test Connection | عالية جداً | يوم","1120","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 1: فهم API منصة ACREL IoT-EMS (محدثة)","",""
"1.5","❌","table","توثيق الـ API | توثيق داخلي | عالية | يوم","1121","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 1: فهم API منصة ACREL IoT-EMS (محدثة)","",""
"2.1","❌","table","بناء AcrelClient Class | عميل للتكامل مع API | عالية جداً | يومان","1134","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 2: بناء SDK/Client للتكامل (جديدة)","",""
"2.2","❌","table","وظائف جلب البيانات | getData(), getDevices(), etc | عالية جداً | يومان","1135","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 2: بناء SDK/Client للتكامل (جديدة)","",""
"2.3","❌","table","وظائف التحكم | controlRelay(), setTariff(), etc | عالية جداً | يومان","1136","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 2: بناء SDK/Client للتكامل (جديدة)","",""
"2.4","❌","table","معالجة الأخطاء | Error Handling | عالية | يوم","1137","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 2: بناء SDK/Client للتكامل (جديدة)","",""
"2.5","❌","table","نظام إعادة المحاولة | Retry Logic | عالية | يوم","1138","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 2: بناء SDK/Client للتكامل (جديدة)","",""
"2.6","❌","table","التخزين المؤقت (Caching) | Caching Layer | متوسطة | يوم","1139","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 2: بناء SDK/Client للتكامل (جديدة)","",""
"3.1","❌","table","بناء Webhook Endpoint | استقبال الإشعارات | عالية جداً | يوم","1186","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 3: بناء Webhook Endpoint (جديدة)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.2","❌","table","التحقق من التوقيع | Signature Verification | عالية | يوم","1187","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 3: بناء Webhook Endpoint (جديدة)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.3","❌","table","معالجة الإنذارات | Process Alarms | عالية جداً | يومان","1188","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 3: بناء Webhook Endpoint (جديدة)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.4","❌","table","توجيه الإشعارات | Route Notifications | عالية | يوم","1189","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 3: بناء Webhook Endpoint (جديدة)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"3.5","❌","table","تسجيل الأحداث | Event Logging | عالية | يوم","1190","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 3: بناء Webhook Endpoint (جديدة)","drizzle/schema.ts; server/customerSystemRouter.ts",""
"4.1","❌","table","منطق الفصل التلقائي | Automatic Disconnection | عالية جداً | يومان","1226","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 4: ربط الفوترة بالتحكم (محدثة)","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.2","❌","table","منطق الوصل التلقائي | Automatic Reconnection | عالية جداً | يومان","1227","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 4: ربط الفوترة بالتحكم (محدثة)","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.3","❌","table","نظام الموافقات | Approval System | عالية | يوم","1228","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 4: ربط الفوترة بالتحكم (محدثة)","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.4","❌","table","تسجيل الأوامر | Command Logging | عالية | يوم","1229","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 4: ربط الفوترة بالتحكم (محدثة)","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"4.5","❌","table","التحقق من تنفيذ الأمر | Command Verification | عالية | يوم","1230","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 4: ربط الفوترة بالتحكم (محدثة)","server/accountingRouter.ts; client/src/pages/accounting/*; server/customSystemRouter.ts; client/src/pages/custom/*",""
"5.1","❌","table","استكشاف التقارير | Explore Available Reports | متوسطة | يوم","1293","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 5: استكشاف التقارير المتاحة (جديدة)","",""
"5.2","❌","table","توثيق التقارير | Document Reports | متوسطة | يوم","1294","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 5: استكشاف التقارير المتاحة (جديدة)","",""
"5.3","❌","table","اختبار التقارير | Test Reports | متوسطة | يوم","1295","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 5: استكشاف التقارير المتاحة (جديدة)","",""
"5.4","❌","table","تحديد الفجوات | Identify Gaps | متوسطة | يوم","1296","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 5: استكشاف التقارير المتاحة (جديدة)","",""
"5.5","❌","table","تخطيط التقارير الإضافية | Plan Custom Reports | متوسطة | يوم","1297","تحديث معماري حرج: منصة ACREL IoT-EMS محلية (On-Premise) > Critical Architecture Update: On-Premise ACREL IoT-EMS > 🎯 المهام المحدثة للمرحلة 1: > المهمة 5: استكشاف التقارير المتاحة (جديدة)","",""
"6.1.1","❌","bullet","إضافة حقول جديدة في قاعدة البيانات","1448","المهمة 6: إدارة الدعم الحكومي والحصص المدعومة > 📋 المهام الفرعية: > 6.1: تعديل ملف المشترك لدعم البرامج المدعومة","",""
"6.1.2","❌","bullet","تطوير واجهة إدارة الدعم","1457","المهمة 6: إدارة الدعم الحكومي والحصص المدعومة > 📋 المهام الفرعية: > 6.1: تعديل ملف المشترك لدعم البرامج المدعومة","",""
"6.1.3","❌","bullet","إضافة تحقق من البيانات","1463","المهمة 6: إدارة الدعم الحكومي والحصص المدعومة > 📋 المهام الفرعية: > 6.1: تعديل ملف المشترك لدعم البرامج المدعومة","",""
"6.2.1","❌","bullet","برمجة Scheduled Job","1510","API لتحديث الدعم > 6.2: بناء وحدة التحكم في حصص الاستهلاك (Quota Control Module)","",""
"6.2.2","❌","bullet","منطق الشحن الشهري","1515","API لتحديث الدعم > 6.2: بناء وحدة التحكم في حصص الاستهلاك (Quota Control Module)","",""
"6.2.3","❌","bullet","معالجة الأخطاء والاستثناءات","1520","API لتحديث الدعم > 6.2: بناء وحدة التحكم في حصص الاستهلاك (Quota Control Module)","",""
"6.2.4","❌","bullet","تسجيل العمليات","1525","API لتحديث الدعم > 6.2: بناء وحدة التحكم في حصص الاستهلاك (Quota Control Module)","",""
"6.3.1","❌","bullet","جمع بيانات الاستهلاك","1636","جدولة المهمة > 6.3: أتمتة إعداد تقارير صندوق الدعم","",""
"6.3.2","❌","bullet","إنشاء التقارير","1641","جدولة المهمة > 6.3: أتمتة إعداد تقارير صندوق الدعم","",""
"6.3.3","❌","bullet","إرسال التقارير","1646","جدولة المهمة > 6.3: أتمتة إعداد تقارير صندوق الدعم","",""
"6.3.4","❌","bullet","تسجيل العمليات","1651","جدولة المهمة > 6.3: أتمتة إعداد تقارير صندوق الدعم","",""
"6.4.1","❌","bullet","تعديل واجهة شحن الرصيد","1790","جدولة المهمة > 6.4: دمج آلية الشحن الإضافي","",""
"6.4.2","❌","bullet","معالجة الدفع الإضافي","1795","جدولة المهمة > 6.4: دمج آلية الشحن الإضافي","",""
"6.4.3","❌","bullet","تحديث الحصة","1800","جدولة المهمة > 6.4: دمج آلية الشحن الإضافي","",""
"6.1","❌","table","إدارة الدعم | إضافة/تعديل برنامج الدعم | عالية جداً","1878","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"6.2","❌","table","ملف المشترك - قسم الدعم | عرض/تعديل بيانات الدعم | عالية جداً","1879","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"6.3","❌","table","تقارير الدعم | عرض تقارير الاستهلاك | عالية","1880","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"6.4","❌","table","سجل الشحن | عرض سجل عمليات الشحن | متوسطة","1881","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"6.5","❌","table","الشحن الإضافي | شراء رصيد إضافي | عالية","1882","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"7.1.1","❌","bullet","تصميم قاعدة البيانات","1979","المهمة 7: دعم المرحلة الانتقالية للمشتركين المدعومين على العدادات التقليدية > 📋 المهام الفرعية: > 7.1: لوحة مراقبة استهلاك الدعم (Subsidy Consumption Dashboard)","",""
"7.1.2","❌","bullet","واجهة اللوحة","1984","المهمة 7: دعم المرحلة الانتقالية للمشتركين المدعومين على العدادات التقليدية > 📋 المهام الفرعية: > 7.1: لوحة مراقبة استهلاك الدعم (Subsidy Consumption Dashboard)","",""
"7.1.3","❌","bullet","مؤشرات بصرية","1994","المهمة 7: دعم المرحلة الانتقالية للمشتركين المدعومين على العدادات التقليدية > 📋 المهام الفرعية: > 7.1: لوحة مراقبة استهلاك الدعم (Subsidy Consumption Dashboard)","",""
"7.1.4","❌","bullet","وظائف إضافية","2002","المهمة 7: دعم المرحلة الانتقالية للمشتركين المدعومين على العدادات التقليدية > 📋 المهام الفرعية: > 7.1: لوحة مراقبة استهلاك الدعم (Subsidy Consumption Dashboard)","",""
"7.2.1","❌","bullet","برمجة مهمة مجدولة يومية","2106","API للحصول على بيانات اللوحة > 7.2: نظام الإشعارات الاستباقية (Proactive Notification System)","",""
"7.2.2","❌","bullet","إشعارات اقتراب انتهاء الحصة (90%)","2112","API للحصول على بيانات اللوحة > 7.2: نظام الإشعارات الاستباقية (Proactive Notification System)","",""
"7.2.3","❌","bullet","إشعارات التجاوز (> 100%)","2117","API للحصول على بيانات اللوحة > 7.2: نظام الإشعارات الاستباقية (Proactive Notification System)","",""
"7.2.4","❌","bullet","تنبيهات داخلية للموظفين","2122","API للحصول على بيانات اللوحة > 7.2: نظام الإشعارات الاستباقية (Proactive Notification System)","",""
"7.3.1","❌","bullet","فصل الاستهلاك","2250","جدولة المهمة > 7.3: تكييف نظام الفوترة للتعامل مع الديون","",""
"7.3.2","❌","bullet","إنشاء فواتير منفصلة","2254","جدولة المهمة > 7.3: تكييف نظام الفوترة للتعامل مع الديون","",""
"7.3.3","❌","bullet","تتبع المديونية","2258","جدولة المهمة > 7.3: تكييف نظام الفوترة للتعامل مع الديون","",""
"7.3.4","❌","bullet","تقارير الديون","2263","جدولة المهمة > 7.3: تكييف نظام الفوترة للتعامل مع الديون","",""
"7.1","❌","table","لوحة مراقبة الدعم | عرض حالة جميع المشتركين المدعومين | عالية جداً","2370","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"7.2","❌","table","تفاصيل المشترك | عرض الاستهلاك والديون | عالية جداً","2371","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"7.3","❌","table","تقارير الديون | تقارير الديون المتراكمة | عالية","2372","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"7.4","❌","table","سجل الإشعارات | عرض الإشعارات المرسلة | متوسطة","2373","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"7.5","❌","table","تقارير الصندوق | تقارير الاستهلاك المدعوم | عالية","2374","جدولة المهمة > 📊 الشاشات المطلوبة:","",""
"8.1.1","✅","bullet","تصميم جدول الأصناف","2485","المهمة 8: بناء وحدة إدارة المخزون الشاملة > 📋 المهام الفرعية: > 8.1: كتالوج الأصناف (Item Catalog)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.1.2","✅","bullet","واجهة إضافة أصناف جديدة","2495","المهمة 8: بناء وحدة إدارة المخزون الشاملة > 📋 المهام الفرعية: > 8.1: كتالوج الأصناف (Item Catalog)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.1.3","✅","bullet","تقارير الأصناف","2501","المهمة 8: بناء وحدة إدارة المخزون الشاملة > 📋 المهام الفرعية: > 8.1: كتالوج الأصناف (Item Catalog)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.1","❌","bullet","جدول تتبع الأصناف الفردية","2553","API لإضافة صنف جديد > 8.2: إدارة المخزون المتقدمة (Advanced Inventory Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.2","❌","bullet","واجهة استقبال المخزون","2563","API لإضافة صنف جديد > 8.2: إدارة المخزون المتقدمة (Advanced Inventory Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.3","❌","bullet","واجهة الصرف من المخزون","2569","API لإضافة صنف جديد > 8.2: إدارة المخزون المتقدمة (Advanced Inventory Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2.4","✅","bullet","تقارير المخزون","2575","API لإضافة صنف جديد > 8.2: إدارة المخزون المتقدمة (Advanced Inventory Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.3.1","✅","bullet","إنشاء أمر شراء","2698","API لصرف مخزون > 8.3: إدارة أوامر الشراء (Purchase Order Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.3.2","✅","bullet","تتبع أمر الشراء","2704","API لصرف مخزون > 8.3: إدارة أوامر الشراء (Purchase Order Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.3.3","⚠️","bullet","استقبال أمر الشراء","2709","API لصرف مخزون > 8.3: إدارة أوامر الشراء (Purchase Order Management)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.4.1","❌","bullet","قائمة المهام","2774","API لإنشاء أمر شراء > 8.4: تطبيق الفني الميداني (Field Technician App)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.4.2","❌","bullet","توثيق التركيب","2779","API لإنشاء أمر شراء > 8.4: تطبيق الفني الميداني (Field Technician App)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.4.3","❌","bullet","تحديث الحالة","2786","API لإنشاء أمر شراء > 8.4: تطبيق الفني الميداني (Field Technician App)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.4.4","❌","bullet","التوقيع الرقمي","2791","API لإنشاء أمر شراء > 8.4: تطبيق الفني الميداني (Field Technician App)","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.1","❌","table","كتالوج الأصناف | إدارة الأصناف المخزنية | عالية جداً","2878","API لتحديث حالة التركيب > 📊 الشاشات المطلوبة:","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.2","❌","table","استقبال المخزون | مسح واستقبال الأصناف | عالية جداً","2879","API لتحديث حالة التركيب > 📊 الشاشات المطلوبة:","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.3","❌","table","صرف المخزون | صرف الأصناف للمحطات | عالية جداً","2880","API لتحديث حالة التركيب > 📊 الشاشات المطلوبة:","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.4","❌","table","تقارير المخزون | حالة المخزون الحالية | عالية","2881","API لتحديث حالة التركيب > 📊 الشاشات المطلوبة:","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.5","❌","table","أوامر الشراء | إدارة أوامر الشراء | عالية","2882","API لتحديث حالة التركيب > 📊 الشاشات المطلوبة:","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"8.6","❌","table","تطبيق الفني | توثيق التركيب الميداني | عالية جداً","2883","API لتحديث حالة التركيب > 📊 الشاشات المطلوبة:","server/inventoryRouter.ts; client/src/pages/inventory/*",""
"9.1.1","✅","bullet","تصميم قاعدة البيانات","2971","المهمة 9: وحدة إدارة الصيانة والاستبدال > 📋 المهام الفرعية: > 9.1: نموذج طلب الصيانة (Maintenance Work Order)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.1.2","✅","bullet","واجهة إنشاء الطلب","2983","المهمة 9: وحدة إدارة الصيانة والاستبدال > 📋 المهام الفرعية: > 9.1: نموذج طلب الصيانة (Maintenance Work Order)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.1.3","✅","bullet","واجهة إدارة الطلبات","2990","المهمة 9: وحدة إدارة الصيانة والاستبدال > 📋 المهام الفرعية: > 9.1: نموذج طلب الصيانة (Maintenance Work Order)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.2.1","❌","bullet","قائمة طلبات الصيانة","3086","API لإسناد طلب صيانة > 9.2: تحديث تطبيق الفني الميداني (Field Technician App Enhancement)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.2.2","❌","bullet","واجهة الاستبدال","3091","API لإسناد طلب صيانة > 9.2: تحديث تطبيق الفني الميداني (Field Technician App Enhancement)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.2.3","❌","bullet","توثيق الاستبدال","3098","API لإسناد طلب صيانة > 9.2: تحديث تطبيق الفني الميداني (Field Technician App Enhancement)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.2.4","❌","bullet","إدارة المخزون الميداني","3104","API لإسناد طلب صيانة > 9.2: تحديث تطبيق الفني الميداني (Field Technician App Enhancement)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.3.1","❌","bullet","تحديث ملف المشترك","3193","API لتحديث المكون (استبدال) > 9.3: منطق التحديث التلقائي (Automatic Update Logic)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.3.2","❌","bullet","تحديث سجلات المخزون","3198","API لتحديث المكون (استبدال) > 9.3: منطق التحديث التلقائي (Automatic Update Logic)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.3.3","❌","bullet","تحديث السجلات المحاسبية","3203","API لتحديث المكون (استبدال) > 9.3: منطق التحديث التلقائي (Automatic Update Logic)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.3.4","❌","bullet","إرسال إشعارات","3208","API لتحديث المكون (استبدال) > 9.3: منطق التحديث التلقائي (Automatic Update Logic)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.4.1","❌","bullet","تسجيل المكونات التالفة","3284","API لتحديث المكون (استبدال) > 9.4: إدارة المكونات التالفة (Defective Components Management)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.4.2","❌","bullet","تقييم المكونات التالفة","3289","API لتحديث المكون (استبدال) > 9.4: إدارة المكونات التالفة (Defective Components Management)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.4.3","❌","bullet","إدارة المخزون التالف","3294","API لتحديث المكون (استبدال) > 9.4: إدارة المكونات التالفة (Defective Components Management)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.4.4","❌","bullet","تقارير المكونات التالفة","3299","API لتحديث المكون (استبدال) > 9.4: إدارة المكونات التالفة (Defective Components Management)","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
"9.1","❌","table","طلبات الصيانة | إنشاء وإدارة الطلبات | عالية جداً","3310","API لتحديث المكون (استبدال) > 📊 الشاشات المطلوبة:","server/maintenanceRouter.ts; client/src/pages/maintenance/*",""
